id_email;date_test;vrai_label;prediction;score_confiance;categorie_phishing;longueur_texte;nb_liens
MAIL-6863;2025-09-23;phishing;phishing;0.896;Fausse facture;196;6
MAIL-6864;2025-09-13;phishing;phishing;0.812;Usurpation fournisseur;692;1
MAIL-6865;2025-09-08;phishing;phishing;0.843;Usurpation fournisseur;1037;6
MAIL-6866;2025-09-03;phishing;phishing;0.971;Usurpation fournisseur;1076;1
MAIL-6867;2025-09-22;légitime;légitime;0.845;N/A;364;0
MAIL-6868;2025-09-15;légitime;légitime;0.844;N/A;589;0
MAIL-6869;2025-09-27;légitime;légitime;0.952;N/A;335;0
MAIL-6870;2025-09-15;légitime;légitime;0.79;N/A;262;0
MAIL-6871;2025-09-08;légitime;légitime;0.933;N/A;479;2
MAIL-6872;2025-09-17;légitime;légitime;0.837;N/A;1145;1
MAIL-6873;2025-09-29;légitime;légitime;0.822;N/A;879;1
MAIL-6874;2025-09-13;légitime;légitime;0.808;N/A;681;1
MAIL-6875;2025-09-28;légitime;légitime;0.798;N/A;796;0
MAIL-6876;2025-09-16;phishing;phishing;0.923;Usurpation bancaire;557;5
MAIL-6877;2025-09-13;légitime;légitime;0.788;N/A;981;0
MAIL-6878;2025-09-15;phishing;phishing;0.933;Fausse livraison colis;95;4
MAIL-6879;2025-09-18;légitime;légitime;0.983;N/A;791;0
MAIL-6880;2025-09-22;légitime;légitime;0.95;N/A;495;0
MAIL-6881;2025-09-01;légitime;légitime;0.86;N/A;1087;2
MAIL-6882;2025-09-30;légitime;légitime;0.87;N/A;312;2
MAIL-6883;2025-09-05;phishing;phishing;0.962;Usurpation fournisseur;148;5
MAIL-6884;2025-09-22;phishing;phishing;0.869;Usurpation bancaire;502;0
MAIL-6885;2025-09-05;phishing;phishing;0.918;Usurpation bancaire;417;1
MAIL-6886;2025-09-04;légitime;légitime;0.908;N/A;386;1
MAIL-6887;2025-09-17;phishing;phishing;0.9;Usurpation bancaire;108;2
MAIL-6888;2025-09-12;légitime;légitime;0.973;N/A;1181;1
MAIL-6889;2025-09-01;phishing;phishing;0.861;Phishing RH/paie;394;5
MAIL-6890;2025-09-03;légitime;légitime;0.82;N/A;929;0
MAIL-6891;2025-09-29;phishing;phishing;0.958;Fausse facture;465;1
MAIL-6892;2025-09-12;phishing;phishing;0.867;Usurpation fournisseur;750;2
MAIL-6893;2025-09-02;phishing;phishing;0.823;Fausse facture;1185;0
MAIL-6894;2025-09-02;légitime;légitime;0.972;N/A;835;2
MAIL-6895;2025-09-19;légitime;légitime;0.87;N/A;286;0
MAIL-6896;2025-09-27;légitime;légitime;0.947;N/A;95;2
MAIL-6897;2025-09-04;légitime;légitime;0.927;N/A;271;2
MAIL-6898;2025-09-10;légitime;légitime;0.873;N/A;102;0
MAIL-6899;2025-09-08;légitime;légitime;0.937;N/A;811;2
MAIL-6900;2025-09-15;légitime;phishing;0.637;N/A;552;0
MAIL-6901;2025-09-17;légitime;légitime;0.817;N/A;774;2
MAIL-6902;2025-09-03;phishing;phishing;0.817;Fausse facture;804;1
MAIL-6903;2025-09-23;légitime;légitime;0.806;N/A;1125;0
MAIL-6904;2025-09-02;phishing;phishing;0.953;Fausse livraison colis;745;4
MAIL-6905;2025-09-02;légitime;légitime;0.794;N/A;183;1
MAIL-6906;2025-09-11;légitime;légitime;0.786;N/A;878;1
MAIL-6907;2025-09-07;phishing;légitime;0.742;Phishing RH/paie;1038;0
MAIL-6908;2025-09-17;phishing;légitime;0.626;Usurpation bancaire;998;2
MAIL-6909;2025-09-04;légitime;légitime;0.857;N/A;156;0
MAIL-6910;2025-09-12;légitime;légitime;0.983;N/A;1186;1
MAIL-6911;2025-09-24;phishing;légitime;0.702;Usurpation bancaire;642;0
MAIL-6912;2025-09-19;légitime;légitime;0.882;N/A;758;0
MAIL-6913;2025-09-19;légitime;légitime;0.881;N/A;659;1
MAIL-6914;2025-09-08;phishing;phishing;0.903;Fausse facture;952;4
MAIL-6915;2025-09-20;légitime;légitime;0.882;N/A;224;1
MAIL-6916;2025-09-17;phishing;phishing;0.883;Fausse facture;546;1
MAIL-6917;2025-09-05;phishing;phishing;0.818;Phishing RH/paie;469;3
MAIL-6918;2025-09-26;légitime;légitime;0.891;N/A;571;2
MAIL-6919;2025-09-03;légitime;légitime;0.972;N/A;856;2
MAIL-6920;2025-09-30;légitime;légitime;0.849;N/A;245;2
MAIL-6921;2025-09-02;légitime;légitime;0.817;N/A;747;2
MAIL-6922;2025-09-06;phishing;phishing;0.986;Usurpation fournisseur;418;0
MAIL-6923;2025-09-22;légitime;légitime;0.809;N/A;407;0
MAIL-6924;2025-09-30;phishing;phishing;0.906;Faux support technique;567;5
MAIL-6925;2025-09-06;légitime;phishing;0.68;N/A;921;1
MAIL-6926;2025-09-20;légitime;légitime;0.863;N/A;1024;0
MAIL-6927;2025-09-24;légitime;légitime;0.838;N/A;521;2
MAIL-6928;2025-09-16;phishing;phishing;0.936;Faux support technique;704;3
MAIL-6929;2025-09-14;phishing;phishing;0.862;Usurpation fournisseur;1113;3
MAIL-6930;2025-09-12;légitime;légitime;0.859;N/A;300;1
MAIL-6931;2025-09-05;légitime;légitime;0.789;N/A;346;2
MAIL-6932;2025-09-16;phishing;phishing;0.883;Fausse facture;403;4
MAIL-6933;2025-09-08;phishing;phishing;0.896;Usurpation fournisseur;823;4
MAIL-6934;2025-09-07;légitime;légitime;0.972;N/A;697;2
MAIL-6935;2025-09-27;phishing;phishing;0.816;Usurpation bancaire;815;1
MAIL-6936;2025-09-17;phishing;phishing;0.904;Fausse livraison colis;443;0
MAIL-6937;2025-09-28;légitime;légitime;0.848;N/A;304;0
MAIL-6938;2025-09-10;légitime;légitime;0.842;N/A;746;1
MAIL-6939;2025-09-06;légitime;légitime;0.977;N/A;939;1
MAIL-6940;2025-09-02;légitime;légitime;0.95;N/A;857;0
MAIL-6941;2025-09-14;légitime;légitime;0.823;N/A;434;1
MAIL-6942;2025-09-24;légitime;légitime;0.808;N/A;815;2
MAIL-6943;2025-09-01;légitime;légitime;0.835;N/A;369;0
MAIL-6944;2025-09-24;légitime;phishing;0.701;N/A;655;2
MAIL-6945;2025-09-13;phishing;phishing;0.918;Fausse facture;477;2
MAIL-6946;2025-09-10;légitime;phishing;0.621;N/A;698;2
MAIL-6947;2025-09-07;phishing;phishing;0.82;Fausse livraison colis;810;2
MAIL-6948;2025-09-06;légitime;légitime;0.877;N/A;900;1
MAIL-6949;2025-09-06;phishing;phishing;0.884;Usurpation fournisseur;917;5
MAIL-6950;2025-09-27;légitime;légitime;0.91;N/A;115;2
MAIL-6951;2025-09-04;légitime;légitime;0.861;N/A;535;1
MAIL-6952;2025-09-21;légitime;légitime;0.802;N/A;457;0
MAIL-6953;2025-09-15;légitime;légitime;0.809;N/A;805;2
MAIL-6954;2025-09-26;légitime;légitime;0.986;N/A;805;1
MAIL-6955;2025-09-21;légitime;légitime;0.801;N/A;733;1
MAIL-6956;2025-09-12;légitime;légitime;0.912;N/A;658;2
MAIL-6957;2025-09-03;phishing;phishing;0.938;Phishing RH/paie;354;5
MAIL-6958;2025-09-21;légitime;légitime;0.872;N/A;122;2
MAIL-6959;2025-09-06;phishing;phishing;0.93;Fausse facture;1144;5
MAIL-6960;2025-09-22;légitime;légitime;0.914;N/A;1014;0
MAIL-6961;2025-09-12;légitime;légitime;0.797;N/A;260;2
MAIL-6962;2025-09-26;phishing;phishing;0.972;Fausse livraison colis;370;0
MAIL-6963;2025-09-06;légitime;légitime;0.798;N/A;1100;2
MAIL-6964;2025-09-29;phishing;légitime;0.632;Usurpation bancaire;510;3
MAIL-6965;2025-09-22;légitime;légitime;0.851;N/A;1022;0
MAIL-6966;2025-09-01;légitime;légitime;0.97;N/A;199;1
MAIL-6967;2025-09-10;phishing;phishing;0.897;Phishing RH/paie;1113;6
MAIL-6968;2025-09-24;phishing;phishing;0.81;Fausse facture;89;6
MAIL-6969;2025-09-21;légitime;légitime;0.85;N/A;538;1
MAIL-6970;2025-09-22;légitime;légitime;0.915;N/A;960;2
MAIL-6971;2025-09-13;phishing;phishing;0.957;Fausse facture;93;1
MAIL-6972;2025-09-12;légitime;légitime;0.859;N/A;210;1
MAIL-6973;2025-09-23;phishing;phishing;0.912;Usurpation fournisseur;1184;3
MAIL-6974;2025-09-05;phishing;phishing;0.815;Phishing RH/paie;907;6
MAIL-6975;2025-09-11;phishing;phishing;0.811;Fausse livraison colis;836;0
MAIL-6976;2025-09-24;légitime;légitime;0.873;N/A;94;2
MAIL-6977;2025-09-04;légitime;légitime;0.782;N/A;1065;0
MAIL-6978;2025-09-17;phishing;phishing;0.819;Fausse livraison colis;817;2
MAIL-6979;2025-09-09;légitime;légitime;0.817;N/A;742;2
MAIL-6980;2025-09-12;phishing;phishing;0.801;Faux support technique;493;4
MAIL-6981;2025-09-16;légitime;légitime;0.875;N/A;310;1
MAIL-6982;2025-09-02;légitime;légitime;0.971;N/A;540;2
MAIL-6983;2025-09-06;phishing;phishing;0.8;Usurpation bancaire;1063;2
MAIL-6984;2025-09-11;légitime;légitime;0.905;N/A;463;0
MAIL-6985;2025-09-14;phishing;phishing;0.949;Faux support technique;307;4
MAIL-6986;2025-09-01;légitime;légitime;0.935;N/A;600;1
MAIL-6987;2025-09-03;légitime;légitime;0.926;N/A;1124;1
MAIL-6988;2025-09-03;légitime;légitime;0.876;N/A;475;0
MAIL-6989;2025-09-29;phishing;phishing;0.905;Fausse livraison colis;453;1
MAIL-6990;2025-09-12;phishing;phishing;0.801;Faux support technique;606;3
MAIL-6991;2025-09-02;légitime;légitime;0.973;N/A;984;0
MAIL-6992;2025-09-09;légitime;légitime;0.987;N/A;909;1
MAIL-6993;2025-09-02;légitime;légitime;0.918;N/A;1178;1
MAIL-6994;2025-09-14;légitime;légitime;0.798;N/A;213;2
MAIL-6995;2025-09-15;phishing;phishing;0.983;Usurpation fournisseur;629;0
MAIL-6996;2025-09-03;légitime;légitime;0.979;N/A;1191;1
MAIL-6997;2025-09-12;légitime;légitime;0.97;N/A;699;2
MAIL-6998;2025-09-11;légitime;phishing;0.702;N/A;1176;1
MAIL-6999;2025-09-15;légitime;légitime;0.9;N/A;154;1
